HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
5	2	2	2	4	4	2	5	4	2	4	2	3	4	3	2	3	2	4	2	1	2	21	1	90	GR
4	2	4	4	4	4	4	4	4	4	2	1	4	5	4	2	2	3	3	3	2	1	21	1	90	RS
4	5	5	3	2	5	5	5	4	2	4	4	4	5	3	5	2	2	5	5	5	4	20	1	80	GB
4	2	2	2	3	5	3	3	3	2	2	2	3	4	4	3	3	2	2	4	3	2	18	1	90	US
3	4	4	4	4	5	4	2	4	4	2	1	2	4	4	4	2	4	2	4	2	2	18	1	85	CA
5	4	5	2	4	4	4	4	5	2	2	2	3	5	4	2	2	2	2	2	2	2	0	1	90	US
4	3	4	4	4	5	4	5	5	5	3	4	5	4	0	4	4	2	4	4	4	4	19	3	79	US
5	5	5	2	2	5	5	2	5	1	1	3	2	5	4	5	2	3	4	5	4	3	20	2	90	US
4	5	5	2	2	5	4	2	4	2	3	2	4	5	5	4	5	3	4	5	4	3	17	1	85	CA
4	4	2	2	2	4	2	2	5	2	2	2	2	3	4	4	2	1	2	4	1	2	17	1	80	IE
2	2	4	2	3	4	4	2	4	2	1	1	2	2	2	3	2	4	2	3	3	2	17	1	75	CH
5	5	5	2	2	4	4	2	2	2	1	1	2	4	4	2	1	1	2	4	2	1	18	1	40	GB
5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	4	5	3	5	5	2	5	23	1	90	GB
5	4	4	3	2	4	4	2	4	1	2	2	4	3	4	4	3	2	2	4	2	1	18	1	90	GB
4	1	2	4	4	5	2	5	2	5	5	5	5	5	3	3	5	3	5	4	5	5	20	1	90	US
2	2	3	2	3	3	4	4	3	3	3	4	3	4	3	2	2	4	2	2	2	2	38	2	100	US
5	5	5	2	3	5	5	5	5	2	4	5	5	5	5	5	5	5	3	5	4	5	19	1	70	US
4	5	5	2	4	4	4	2	2	3	3	4	4	4	4	4	4	2	3	4	2	3	17	1	70	IN
2	4	4	1	2	4	4	1	3	1	1	1	2	4	5	2	2	3	2	1	3	1	26	1	100	US
2	4	4	3	4	4	4	2	2	2	2	3	3	4	3	3	2	4	3	4	3	4	21	1	85	FI
5	2	5	4	4	4	4	4	5	1	5	5	4	4	5	1	1	3	4	4	4	3	23	1	75	US
3	4	5	4	3	5	4	2	5	2	1	1	2	4	4	2	3	1	3	2	2	2	20	1	75	GB
4	4	5	2	2	3	4	4	4	2	2	3	2	4	4	2	4	4	3	4	3	3	27	1	70	CA
4	4	5	2	4	4	4	2	4	4	4	3	4	4	2	2	2	2	4	4	3	3	19	1	80	US
3	2	4	5	4	4	2	3	1	1	4	5	4	5	1	3	4	1	4	5	4	4	24	1	75	PL
4	3	5	2	2	4	5	5	5	3	2	4	2	3	5	5	4	4	4	5	2	4	20	1	90	US
4	2	5	2	3	4	3	4	4	1	2	1	4	5	4	3	1	1	2	3	1	1	18	2	80	US
3	1	2	3	4	4	1	3	4	4	3	2	4	5	1	1	1	1	1	2	1	2	18	1	80	MA
1	2	4	2	2	2	4	1	4	1	4	2	1	2	4	1	1	2	2	4	5	2	17	1	80	GB
4	2	4	3	4	3	4	2	4	2	3	3	4	3	4	5	4	3	3	4	4	2	19	1	80	FR
5	4	5	2	4	4	3	5	5	2	4	3	4	5	4	2	2	4	3	5	4	4	19	1	75	GB
4	4	3	2	4	4	4	4	4	4	4	4	4	3	4	4	5	2	4	5	5	4	19	1	95	US
5	3	4	3	4	5	5	5	5	2	4	3	3	5	4	4	4	5	5	5	4	4	23	1	90	GB
3	1	3	3	4	5	3	3	3	2	5	4	5	4	4	1	1	4	4	4	4	4	18	1	86	US
4	2	4	4	4	5	3	4	2	4	3	2	3	4	4	1	1	1	3	4	2	2	25	1	98	US
5	4	5	1	2	4	4	4	4	1	2	2	4	4	2	2	2	4	2	4	2	1	18	1	70	LT
4	4	5	4	4	4	3	2	4	2	2	2	2	4	4	2	4	2	3	3	4	2	22	1	65	US
5	5	4	4	4	4	4	4	5	5	2	2	5	2	3	1	2	2	2	4	2	2	20	1	60	TR
5	5	5	5	5	5	5	3	5	5	5	3	5	5	5	4	5	4	5	5	4	4	99	1	50	PL
4	5	5	2	2	5	5	1	1	4	1	5	4	4	5	1	2	1	2	5	4	2	21	1	84	LV
4	4	5	2	2	4	4	2	2	2	2	2	3	5	4	2	2	4	4	4	2	3	25	1	40	SE
5	4	5	5	5	4	5	5	5	5	5	2	5	4	4	4	1	4	5	4	5	5	26	1	90	BE
5	1	2	4	2	4	2	4	4	4	2	1	4	2	4	1	2	2	4	4	1	2	23	1	60	US
4	2	3	2	4	4	2	4	4	2	4	2	4	4	5	4	5	5	4	3	3	4	22	1	70	US
4	4	4	4	4	4	4	2	4	2	2	2	4	3	4	4	2	2	1	1	2	2	17	1	65	US
2	3	4	3	4	3	4	5	3	2	1	3	2	4	4	1	2	1	1	4	2	1	22	1	40	US
3	4	4	4	4	4	5	3	4	2	4	4	5	4	5	4	5	2	4	4	2	4	19	1	90	US
5	4	4	5	2	5	4	2	5	1	2	2	4	3	5	2	4	4	2	4	4	1	26	1	70	HR
2	5	5	2	4	5	5	4	5	4	1	4	3	2	2	4	4	2	2	2	1	1	17	1	30	BR
4	3	3	2	5	5	2	4	5	2	2	2	2	5	5	4	3	2	3	4	0	3	22	2	69	US
5	5	4	0	1	4	5	2	4	1	4	2	2	5	4	2	3	2	4	5	4	3	18	1	70	GB
3	4	4	4	5	5	3	4	4	4	4	4	4	5	4	4	4	4	4	4	2	4	20	1	85	GB
4	4	3	4	5	5	5	4	4	5	4	2	5	5	3	2	1	4	3	5	2	2	21	1	75	US
5	1	1	4	4	3	1	3	2	1	3	2	4	4	3	3	2	4	2	4	1	2	19	2	35	GB
4	1	1	5	3	5	2	5	5	2	4	4	4	4	4	4	3	4	4	4	3	3	18	1	75	DK
5	2	5	4	5	5	5	5	5	1	4	1	3	5	3	1	3	1	3	3	4	1	22	1	99	GB
2	3	3	2	2	4	2	4	4	4	4	2	3	3	1	1	1	1	1	4	1	1	24	1	95	US
2	2	3	4	4	4	2	3	3	1	2	2	2	4	2	1	2	1	1	3	2	2	16	2	75	GB
4	4	4	2	3	4	4	4	4	2	2	2	4	4	3	3	2	2	2	2	2	2	17	1	95	US
4	4	5	5	4	5	4	3	5	5	4	3	3	5	1	1	3	1	2	1	1	1	18	1	80	GB
2	4	4	2	4	4	2	4	5	1	2	4	5	5	2	2	3	2	3	4	2	4	19	1	90	US
5	2	4	5	4	5	4	2	5	1	2	5	4	5	4	4	4	2	2	4	4	3	14	1	65	US
5	5	5	5	4	5	4	5	5	4	2	2	5	5	3	3	4	4	2	5	3	4	18	1	20	SI
2	2	5	2	5	2	4	4	5	5	4	2	2	5	4	4	1	2	5	4	4	4	19	1	80	NL
4	4	4	2	2	5	4	1	4	2	3	4	2	4	3	2	2	2	2	4	4	2	18	1	80	US
4	3	2	1	2	4	1	2	2	2	1	1	1	4	4	3	1	1	1	2	1	1	54	1	100	US
5	4	5	4	1	4	3	4	5	2	1	1	1	5	5	5	5	2	4	5	1	2	25	1	65	GB
4	4	5	5	4	5	5	4	5	4	5	3	4	4	4	3	4	4	3	4	4	4	20	1	78	US
1	4	1	2	3	4	3	2	2	4	5	1	4	5	4	4	1	2	2	4	1	2	24	1	74	RU
4	2	2	2	4	2	2	2	4	2	3	4	4	2	4	4	4	2	2	4	2	2	18	1	85	IE
2	2	4	2	4	5	5	1	2	3	1	4	3	2	4	4	2	2	2	4	4	2	37	1	80	US
4	3	4	2	4	2	4	3	3	2	4	3	4	5	4	1	4	2	4	4	4	2	22	1	80	US
4	3	3	3	3	3	3	3	3	2	5	5	3	4	3	3	3	3	5	5	3	4	18	2	90	PH
4	5	4	2	3	4	2	4	4	4	4	2	4	4	4	4	0	4	5	4	5	3	18	0	80	NL
5	5	5	5	5	5	4	5	5	5	5	5	4	5	4	4	4	4	4	5	4	5	19	1	90	NL
4	4	3	2	3	4	4	4	4	2	1	2	2	4	4	3	2	4	4	4	4	3	18	1	80	GB
2	5	5	1	1	2	4	2	4	1	1	1	1	1	5	4	1	1	1	4	2	1	20	2	90	US
5	1	4	2	2	5	1	1	2	1	2	5	1	4	4	3	4	1	4	4	4	2	18	1	70	NL
3	2	2	3	4	4	2	5	4	4	2	3	2	3	4	3	2	3	3	4	2	3	23	1	80	CA
2	4	5	1	1	2	1	2	4	1	1	1	1	4	5	2	1	1	1	1	1	1	26	1	99	US
2	5	4	5	4	5	5	5	5	2	4	1	4	5	5	1	2	2	4	4	1	3	25	1	90	US
4	1	2	5	5	4	4	5	5	5	4	5	5	5	3	2	5	5	3	5	5	5	21	1	90	US
4	4	2	3	3	4	4	4	3	2	1	2	2	4	4	4	3	3	1	4	1	2	21	2	70	US
5	5	5	0	5	5	5	5	5	1	5	5	5	5	5	1	4	5	5	5	5	5	18	1	100	GB
5	5	4	3	2	4	5	4	4	1	1	2	2	4	4	4	3	4	2	3	5	2	18	2	75	GB
4	5	5	3	2	5	4	4	4	2	1	1	4	4	4	4	3	4	2	3	2	1	26	1	70	ZA
3	1	2	3	5	5	1	2	5	3	4	4	4	5	1	1	1	2	2	2	1	2	24	1	80	US
2	4	4	2	3	4	3	3	4	1	2	2	4	5	4	3	2	4	1	2	3	2	19	1	90	PL
5	4	5	4	5	4	5	5	4	3	4	4	3	5	3	3	3	2	3	3	3	2	18	1	90	IE
4	4	4	3	3	4	5	3	4	2	2	3	2	3	4	4	2	3	4	5	4	3	46	1	95	GB
4	5	5	2	2	5	5	2	4	4	2	1	3	2	5	5	4	5	2	3	2	2	18	1	80	PL
5	2	3	3	2	4	4	4	3	3	3	1	3	4	3	3	4	2	3	4	4	3	19	1	80	US
2	1	1	1	1	2	2	1	2	2	4	1	2	4	3	1	3	3	2	1	5	2	26	2	100	US
3	2	4	2	2	4	2	2	2	2	2	2	3	5	3	3	2	2	2	4	2	2	22	1	85	US
2	1	3	2	2	4	2	2	3	2	3	2	2	3	2	2	1	1	1	3	3	2	19	1	90	US
4	2	4	1	3	5	2	5	2	2	1	1	1	5	4	1	4	2	1	2	2	1	22	1	80	BR
1	3	2	2	4	4	4	4	2	2	3	4	4	5	3	2	1	1	1	1	1	1	40	1	70	SE
5	4	4	5	3	4	4	5	5	0	4	4	5	4	4	4	4	4	5	5	4	5	16	1	99	A1
4	2	4	2	3	2	3	2	2	1	2	1	4	5	3	2	2	2	1	4	2	1	22	1	95	US
4	4	5	4	2	4	4	4	4	3	4	3	4	5	4	2	2	2	4	4	4	4	17	1	70	US
1	3	1	2	5	4	4	2	4	1	3	2	1	2	4	4	3	2	4	3	4	3	16	2	100	US
4	4	4	2	4	2	4	3	4	4	2	2	3	1	4	4	4	3	4	4	2	2	39	1	80	GB
3	4	4	2	2	3	4	4	4	2	5	1	3	3	4	4	3	2	3	4	4	2	19	1	90	US
5	1	4	5	5	4	5	5	5	4	4	5	5	5	5	5	5	3	4	5	3	5	18	1	90	NG
4	3	3	3	5	4	5	3	5	4	5	5	4	4	4	4	3	2	4	4	4	4	18	1	73	ES
3	4	4	4	2	4	4	5	5	1	2	2	4	5	4	4	3	2	2	2	2	2	23	1	90	IT
2	3	2	2	4	2	2	2	1	3	3	4	4	4	2	2	1	2	1	2	1	1	26	1	80	LV
4	2	3	2	2	4	2	3	4	1	4	4	5	4	4	1	1	2	4	3	2	3	18	1	80	US
4	3	5	3	4	5	2	2	5	3	3	3	1	4	4	3	3	4	4	4	4	4	24	1	99	CA
5	5	5	3	2	5	3	3	4	2	1	1	1	5	2	2	2	3	2	3	1	3	15	1	88	FI
5	1	4	4	5	5	4	5	5	2	1	3	4	4	3	3	3	2	2	4	3	2	18	1	80	US
2	1	4	2	4	5	4	4	5	4	5	4	5	5	4	3	3	1	3	5	2	2	18	1	80	CA
1	3	5	2	4	4	1	4	5	4	1	5	5	5	1	1	4	1	2	5	4	4	13	1	83	GB
5	5	5	4	4	5	4	4	5	1	1	3	3	5	4	3	4	4	2	5	3	3	0	0	87	DE
3	4	2	2	2	5	4	2	4	1	4	4	5	5	2	0	2	2	2	3	2	2	15	1	80	GB
4	4	4	4	4	5	2	2	5	3	2	4	4	5	5	4	3	3	5	5	4	3	19	1	60	PL
5	4	5	4	5	5	4	5	5	2	4	5	5	5	4	5	4	4	4	5	4	4	21	1	65	US
4	4	2	1	3	5	5	2	4	1	1	1	1	1	4	3	1	1	1	1	3	1	70	1	90	US
5	2	3	4	5	4	2	4	2	5	4	4	5	4	4	2	5	4	5	5	5	4	18	1	90	DK
5	2	5	3	5	4	5	5	4	4	4	4	5	5	3	2	5	4	4	5	2	4	18	1	85	US
4	4	4	2	2	4	3	2	4	1	1	2	2	3	4	2	1	1	1	2	1	1	18	1	70	DE
4	5	4	3	4	5	4	3	5	2	3	3	4	4	5	5	4	4	4	4	4	3	16	1	85	HU
5	5	4	4	3	5	5	5	5	2	4	5	5	5	4	4	3	2	5	5	4	4	17	1	85	GB
5	4	5	4	5	5	5	5	5	1	2	4	5	5	5	4	4	4	2	4	4	4	21	1	85	US
2	1	4	2	1	1	1	2	5	1	1	1	2	4	4	3	1	1	1	1	2	1	18	1	85	DE
2	3	4	2	5	4	3	1	5	1	2	3	1	3	4	3	4	3	2	1	1	1	20	1	80	DE
4	4	3	4	4	4	4	2	5	2	2	2	4	2	4	4	4	2	4	4	4	3	21	2	70	GB
5	4	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	2	5	5	5	31	1	85	US
4	4	2	2	1	3	4	1	4	1	1	1	2	4	2	4	1	2	4	5	4	2	16	1	80	GB
4	3	4	2	3	3	4	4	5	2	4	4	3	4	5	4	4	2	3	5	3	3	18	1	89	US
2	1	5	1	2	5	3	1	1	4	2	1	3	4	3	2	2	1	2	3	1	2	24	2	75	KW
4	3	4	2	3	2	4	3	4	2	1	2	3	3	4	3	2	3	2	2	2	1	18	1	89	US
5	2	5	3	3	3	4	3	3	3	1	2	2	2	3	2	1	1	1	4	1	1	19	1	70	SE
5	1	1	5	5	5	1	5	5	5	5	5	1	5	1	1	1	1	5	5	5	5	70	1	99	US
4	2	4	2	1	2	4	1	2	1	1	1	2	2	4	4	2	1	2	4	3	1	46	2	100	US
3	3	4	3	2	4	3	3	4	3	3	3	2	2	2	3	2	2	4	3	2	2	33	1	53	US
4	2	2	2	4	3	2	4	4	2	4	4	3	3	2	2	2	3	4	4	4	4	19	1	90	US
2	2	4	1	2	2	4	2	2	3	1	3	2	2	4	2	2	2	1	1	2	2	18	1	86	US
5	2	4	3	4	4	2	5	4	3	4	4	3	4	4	3	4	2	4	5	4	3	19	1	75	GB
3	3	4	3	3	4	2	0	4	2	3	2	3	3	4	4	4	3	4	4	3	3	17	1	60	NO
4	4	4	4	2	2	4	1	5	1	1	1	2	2	5	4	3	3	2	4	4	1	21	1	92	AU
4	4	3	3	2	4	4	3	2	2	2	2	2	4	4	3	3	2	4	4	3	2	40	2	85	US
4	2	4	1	5	1	2	4	3	2	4	4	5	4	5	4	1	2	4	4	1	2	20	1	80	AT
3	3	2	3	4	4	4	3	2	3	4	4	2	4	5	4	4	4	4	4	4	4	30	1	95	GB
5	1	5	5	5	5	5	5	5	2	3	5	4	5	4	4	2	2	1	2	2	3	43	1	100	US
4	2	5	3	3	5	3	4	4	2	4	4	5	5	4	4	5	4	5	5	4	5	16	1	90	AU
3	1	1	5	5	5	1	5	1	5	5	5	1	5	1	3	1	3	5	5	3	4	15	1	99	US
3	2	3	2	4	3	3	2	3	1	1	2	2	5	4	4	2	1	1	3	3	2	14	1	85	US
4	4	2	5	4	5	3	4	4	3	4	4	3	5	4	3	2	3	4	4	1	4	15	1	80	US
2	1	5	4	1	5	1	4	5	1	5	2	5	4	4	3	2	2	5	5	4	4	22	2	98	US
5	1	2	5	5	5	2	5	2	2	5	5	5	5	2	2	2	2	5	5	5	5	18	1	88	US
5	4	4	3	4	4	5	4	4	4	4	2	4	5	4	4	0	4	4	3	4	3	22	1	85	CA
2	3	5	1	4	4	4	2	4	3	1	1	1	4	4	1	3	4	1	1	2	1	18	1	80	US
1	1	5	1	1	3	2	1	5	1	4	2	4	5	3	4	4	2	2	4	3	2	15	1	70	US
5	5	5	4	4	5	4	5	4	4	3	2	4	5	4	4	2	4	1	2	4	1	40	1	95	SE
4	4	4	2	3	5	5	4	4	4	1	2	4	5	4	3	2	3	2	3	2	2	55	1	75	US
4	1	2	4	4	4	2	4	2	4	2	2	4	5	4	3	3	4	5	4	2	4	19	2	90	CA
1	2	5	2	1	3	2	1	4	1	5	2	5	5	5	3	5	2	3	2	2	2	15	1	70	US
5	1	4	4	1	5	4	3	5	1	2	2	4	4	5	4	4	4	3	4	5	2	17	1	80	US
4	4	4	1	1	5	4	3	4	1	2	1	1	5	4	4	4	1	1	2	1	1	20	1	80	US
5	3	3	4	5	5	4	4	5	3	5	2	5	4	5	4	3	2	4	4	4	3	16	2	90	US
4	5	5	2	4	4	4	2	4	2	2	2	2	2	2	1	1	2	2	4	2	2	18	2	90	US
5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	17	1	90	NL
5	3	3	3	4	3	4	4	3	4	3	4	4	4	2	2	3	3	2	4	3	3	25	1	65	US
1	4	5	1	1	4	4	4	1	1	1	1	4	1	4	4	3	3	1	4	1	1	25	2	100	US
3	1	1	3	5	5	1	4	3	4	5	5	5	5	3	3	3	3	5	5	3	5	60	1	100	US
2	5	5	2	5	5	5	5	4	3	2	3	3	5	5	1	4	1	4	5	4	2	27	1	80	CA
2	2	2	1	1	4	2	1	4	1	1	1	3	1	3	2	3	1	1	2	1	1	22	1	100	US
5	5	5	3	2	5	5	2	5	1	1	2	2	5	5	3	5	1	2	2	1	1	23	1	95	IN
4	3	4	5	5	4	3	5	5	5	4	5	4	5	5	5	5	4	0	5	5	4	16	1	90	US
2	1	1	2	2	3	2	2	1	3	2	3	3	4	3	2	1	1	1	1	4	1	0	0	90	US
4	3	4	3	3	3	3	3	4	3	3	2	4	4	3	2	2	2	2	2	3	2	20	1	60	US
5	4	5	2	1	4	5	3	4	1	4	2	4	5	3	1	3	2	4	5	2	3	19	1	90	US
4	4	4	4	2	4	4	4	5	4	3	4	2	4	5	5	5	1	4	5	4	3	18	1	85	US
5	3	2	2	4	4	2	4	4	1	4	4	2	5	4	5	4	4	2	4	5	4	27	1	100	US
4	4	4	4	2	4	4	2	4	2	2	2	2	5	5	5	0	4	4	5	5	4	18	1	80	CA
5	5	5	5	5	5	4	4	5	5	3	5	1	1	5	5	4	3	2	5	1	3	16	1	88	MX
5	3	5	3	5	5	5	5	4	2	5	4	3	5	4	4	4	2	4	5	5	4	26	1	80	JP
3	3	4	2	3	2	3	3	4	1	3	2	2	3	2	2	2	2	2	2	2	1	20	1	75	BE
4	4	4	2	2	4	4	3	5	1	1	1	2	2	4	5	3	2	2	4	2	2	18	1	85	US
4	5	5	2	4	4	4	4	1	2	2	2	3	2	4	4	4	4	0	4	2	3	18	1	60	BR
3	1	4	4	4	4	2	5	4	5	3	5	4	4	5	4	4	2	4	5	4	3	20	1	80	US
4	3	5	5	4	5	5	4	5	5	5	5	5	5	5	3	5	3	4	4	4	4	18	1	95	US
5	2	4	3	2	4	4	2	4	5	3	2	3	5	2	2	4	2	4	4	4	4	17	1	90	US
5	4	4	3	4	3	4	3	4	2	2	2	2	4	5	5	4	4	2	5	4	4	37	1	90	US
5	1	3	3	3	5	3	3	4	3	3	3	5	3	5	4	5	1	3	4	5	2	15	1	97	US
4	5	5	3	3	4	4	3	4	2	1	1	2	4	5	3	2	2	2	4	2	2	22	1	85	AU
5	4	5	5	5	5	5	5	4	2	4	5	2	5	4	4	5	3	5	5	5	4	24	1	60	US
5	4	2	1	1	4	4	1	4	1	1	1	1	3	4	4	4	1	1	4	2	1	19	1	95	US
3	2	4	2	4	4	2	5	5	3	5	5	4	4	3	3	3	3	2	3	4	3	21	1	80	US
4	3	4	2	4	4	4	3	4	2	4	2	4	4	4	4	4	2	2	4	2	2	20	1	99	GB
5	4	5	1	5	5	5	5	5	2	5	5	3	5	5	5	5	4	4	5	5	5	20	1	100	US
5	2	4	3	3	3	4	2	3	1	2	4	1	5	4	2	3	1	3	5	4	3	23	1	80	AR
4	3	3	3	4	5	2	5	4	4	2	2	4	4	4	4	4	1	1	2	2	2	20	1	85	US
4	2	4	4	4	5	4	4	4	4	3	2	3	4	4	4	3	4	4	3	3	2	37	1	75	US
4	5	2	1	1	2	4	2	3	1	4	5	2	2	4	2	3	2	3	5	5	4	17	1	85	US
2	3	4	3	2	4	4	2	5	2	3	4	2	4	5	4	4	2	2	4	2	2	16	1	80	US
2	4	4	3	5	4	4	2	5	1	4	5	4	5	5	3	1	1	4	5	2	3	25	1	80	CH
5	3	1	4	3	2	3	3	4	2	2	2	5	5	5	5	5	4	5	5	5	2	15	2	7	US
4	4	1	1	3	5	4	2	2	1	3	1	1	3	2	2	1	3	1	1	1	1	72	1	77	US
4	2	5	4	3	5	5	5	4	2	4	2	2	5	1	1	1	1	1	4	1	2	18	1	80	US
2	4	5	2	4	4	4	4	4	4	2	3	3	4	4	2	2	4	4	4	4	3	22	1	78	US
4	3	5	3	2	2	4	4	4	1	2	1	3	5	4	4	2	2	3	4	4	1	20	1	80	US
5	1	4	2	4	4	4	5	5	2	4	5	1	4	2	2	3	3	4	5	2	3	17	1	75	US
3	3	2	2	4	5	3	5	2	4	4	2	4	3	3	1	2	1	4	4	4	3	18	2	100	CA
3	4	2	2	4	4	3	3	4	2	2	5	2	2	4	4	2	1	2	3	4	2	43	1	90	US
3	1	4	4	4	3	1	4	4	5	5	4	5	5	3	1	4	3	5	5	5	4	19	1	70	US
2	5	4	1	3	2	5	3	5	1	1	2	1	1	2	2	1	1	3	3	2	2	18	1	100	US
5	5	3	2	4	4	4	4	2	2	3	4	3	4	4	2	3	2	2	4	3	2	26	1	60	AR
4	2	3	2	3	4	2	2	2	2	4	4	3	5	4	4	4	2	5	4	2	4	18	1	70	US
2	4	5	2	4	4	5	4	4	1	4	2	2	5	4	3	2	4	4	5	1	4	18	1	85	ID
5	4	4	3	5	4	4	5	5	5	2	5	4	5	3	2	1	1	4	5	1	4	18	1	90	CA
4	4	5	2	2	4	2	2	4	1	2	2	2	4	4	2	2	2	2	3	2	2	18	1	100	US
4	4	4	4	4	4	4	4	4	3	2	4	4	4	3	4	2	3	2	3	2	2	19	1	70	US
3	2	4	2	4	4	2	1	5	3	4	3	2	4	5	3	4	4	1	4	4	2	19	1	95	US
4	4	4	2	4	4	4	4	4	3	4	3	4	4	4	4	4	4	2	4	2	3	19	1	75	US
5	2	2	3	2	4	5	2	2	2	2	2	3	3	5	4	4	3	3	4	5	3	20	1	80	GB
5	4	5	2	4	4	4	3	4	2	2	2	2	4	4	5	3	2	2	4	2	2	18	1	80	US
4	4	4	4	4	4	4	4	4	3	4	3	4	5	5	5	4	3	5	5	4	3	20	1	80	AU
4	4	4	4	4	2	5	5	5	4	4	5	3	4	5	4	5	4	4	4	2	4	20	2	75	US
4	2	4	2	2	4	4	2	2	2	2	2	1	4	2	2	2	2	1	2	2	1	18	1	90	NZ
3	0	2	3	4	0	2	3	3	4	4	4	4	4	3	3	3	3	4	5	4	4	17	1	90	US
4	2	4	2	4	4	4	3	4	2	2	2	4	5	3	2	2	2	2	3	2	2	17	1	80	US
5	4	5	4	4	5	4	4	4	1	4	4	5	5	5	2	3	4	5	5	4	4	18	1	100	US
2	3	4	2	3	3	3	2	3	2	3	3	2	2	2	3	2	2	3	3	2	2	19	2	50	US
3	1	1	5	3	5	4	5	5	5	5	5	5	5	5	3	4	2	5	5	5	5	13	1	100	US
4	2	5	3	4	5	5	4	5	4	5	4	5	5	5	3	4	1	4	4	2	4	17	1	85	US
4	4	5	2	3	4	4	1	4	3	2	2	4	3	3	3	4	3	3	4	2	4	14	1	90	US
4	4	4	2	4	4	4	2	4	4	2	3	2	4	3	2	3	2	3	4	4	2	42	1	80	AU
4	1	2	3	4	5	3	2	4	2	4	2	3	4	4	3	4	2	3	4	4	3	22	1	65	US
4	4	4	2	4	5	2	4	2	4	1	1	3	4	4	3	4	2	4	5	4	3	19	1	80	US
3	4	3	4	3	3	3	2	3	4	1	1	4	4	3	3	3	2	1	3	3	2	42	1	80	TW
4	4	5	2	4	3	4	2	4	1	1	4	2	4	4	4	3	2	1	3	3	2	18	1	78	PR
4	1	4	4	2	4	2	3	4	1	1	1	1	1	4	2	3	1	2	1	1	1	19	1	85	CA
4	5	4	1	1	5	5	1	3	1	1	1	1	1	4	3	1	1	1	2	4	1	53	2	98	CA
5	1	4	1	5	5	1	5	4	5	5	5	5	4	5	4	5	5	5	5	5	5	16	1	85	GB
5	4	4	4	4	4	4	4	5	4	4	5	4	2	4	4	5	4	3	5	4	4	19	1	90	CA
3	5	4	4	5	5	1	2	5	4	5	3	4	5	1	1	2	1	3	5	2	2	0	0	95	US
5	4	5	1	5	5	5	1	5	1	1	1	4	5	5	1	1	2	1	1	4	1	20	1	100	CA
2	5	5	1	4	3	4	1	0	1	1	1	3	3	4	4	3	1	2	1	1	1	28	2	70	US
3	2	4	2	4	4	4	2	3	1	1	1	1	4	3	3	4	3	1	2	2	1	24	1	90	US
3	1	1	1	3	4	2	2	2	3	2	3	5	5	4	3	3	4	2	4	4	4	17	1	80	US
5	5	4	2	2	5	3	4	5	2	1	3	2	4	4	3	3	1	1	4	3	1	28	1	75	US
5	4	4	5	5	5	4	5	5	5	5	5	5	5	5	1	5	1	5	5	5	5	19	1	85	US
5	3	5	5	4	4	4	5	3	2	4	3	5	5	5	4	4	2	2	4	4	2	22	1	75	US
4	1	2	4	2	3	2	2	4	2	1	1	1	1	4	4	1	4	1	4	2	1	19	1	100	US
4	4	4	2	3	5	5	3	4	1	1	2	2	2	5	2	1	4	2	4	2	2	18	1	75	US
4	3	2	2	3	4	4	4	4	2	2	2	3	5	5	4	4	2	3	4	4	3	18	1	69	US
4	5	5	2	4	4	5	2	5	1	1	1	1	5	5	4	3	1	1	1	1	1	19	1	70	US
5	1	5	2	1	4	4	5	4	1	2	2	4	2	5	5	2	4	1	5	4	1	18	1	84	US
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	16	1	95	US
4	1	4	4	4	2	3	4	4	4	4	4	3	4	1	2	2	2	2	4	2	2	21	1	66	FI
3	5	5	4	3	4	5	4	4	3	2	1	4	4	5	5	4	3	4	4	2	3	21	1	50	CA
4	5	2	1	4	3	4	1	3	2	1	2	3	4	3	3	2	1	1	2	1	1	18	1	90	US
5	2	4	2	4	4	3	4	5	4	2	2	4	5	4	1	2	2	2	5	2	2	18	1	80	CA
2	3	4	2	1	3	3	1	1	1	1	1	1	1	4	2	2	1	1	4	2	1	18	1	90	US
3	5	4	3	3	5	3	3	5	4	2	1	3	1	5	5	3	1	2	1	2	1	23	1	10	NO
4	3	3	2	2	4	4	2	4	2	2	2	2	2	4	2	3	2	1	4	3	1	22	1	70	CA
3	4	4	2	3	4	4	4	4	4	4	4	5	4	4	4	3	3	5	5	4	4	22	2	80	MX
3	1	2	2	5	5	2	5	4	5	4	5	4	5	2	2	5	5	2	4	5	5	26	1	100	US
5	5	4	2	4	5	4	5	5	4	2	1	2	4	5	3	5	4	2	2	3	4	18	1	75	BR
3	3	3	3	3	4	4	2	4	2	3	2	3	5	4	3	4	2	3	4	4	3	18	1	50	NZ
3	2	3	2	4	4	2	4	3	4	3	3	3	4	4	3	4	4	5	5	5	4	22	1	85	US
3	1	2	3	2	4	3	2	3	1	1	2	2	4	4	3	3	1	2	4	2	1	19	1	8	AU
